Log#,Incident Date & Time,District of Occurrence,COPA Notification Date,Transparency Release Date,Closed Date,FSR/Memo Posted Date,case_url,pdf_available,pdf_url
2020-0002983,07/01/2020 10:20 am,09,07/01/2020,,01/17/2021,04/13/2021,https://www.chicagocopa.org/case/2020-0002983/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-2020-2983-.pdf-REDACTED.pdf
2019-0004134,09/06/2019 7:40 pm,04,10/17/2019,,01/21/2021,04/09/2021,https://www.chicagocopa.org/case/2019-0004134/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-2019-4134-REDACTED.pdf
2019-0004730,11/20/2019 8:55 am,6,11/20/2019,,05/07/2020,04/09/2021,https://www.chicagocopa.org/case/2019-0004730/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-2019-4730-REDACTED.pdf
2020-0003503,08/01/2020 1:45 pm,10,08/02/2020,,01/29/2021,07/06/2021,https://www.chicagocopa.org/case/2020-0003503/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/SRI-2020-3503-FINAL-REDACTED.pdf
2018-1091670,08/08/2017 10:50 pm,2,11/08/2018,,01/29/2021,03/23/2021,https://www.chicagocopa.org/case/2018-1091670/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/03/SRI-1091670.pdf-REDACTED.pdf
2019-0002902,07/29/2019 2:51 pm,25,08/01/2019,,02/11/2021,01/14/2022,https://www.chicagocopa.org/case/2019-0002902/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/SRI-2019-2902-REDACTED.pdf
2019-0004610,08/08/2019 7:07 am,22,01/06/2020,,02/16/2021,04/27/2021,https://www.chicagocopa.org/case/2019-0004610/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/SRI-2019-4610-REDACTED.pdf
2008-1021026,10/21/2008 11:40 am,7,10/21/2008,,06/28/2011,07/25/2016,https://www.chicagocopa.org/case/2008-1021026/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1021026U08_40.pdf
2019-1092346,01/11/2019 5:42 pm,6,01/14/2019,,02/24/2021,04/27/2021,https://www.chicagocopa.org/case/2019-1092346/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/04/1092346-Final-SRI-REDACTED.pdf
2008-1020867,10/15/2008 8:22 pm,4,10/15/2008,,11/07/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1020867/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1020867U08_39.pdf
2008-1020655,10/08/2008 11:38 pm,8,10/09/2008,,05/15/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1020655/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1020655U08_38.pdf
2008-1020388,09/28/2008 5:50 am,4,09/28/2008,,04/04/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1020388/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1020388U08_37.pdf
2008-1020378,09/27/2008 7:35 pm,8,09/27/2008,,06/22/2012,07/25/2016,https://www.chicagocopa.org/case/2008-1020378/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1020378U08_36.pdf
2020-0000069,01/04/2020 9:37 pm,6,01/21/2020,,04/06/2020,08/24/2022,https://www.chicagocopa.org/case/2020-0000069/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/2020-0000069_FSR.pdf
2008-1020029,09/16/2008 3:41 pm,7,09/16/2008,,05/07/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1020029/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1020029U08_34.pdf
2008-1019399,08/25/2008 9:11 pm,20,08/25/2008,,04/17/2012,07/25/2016,https://www.chicagocopa.org/case/2008-1019399/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1019399U08_31.pdf
2008-1019341,08/22/2008 8:00 pm,6,08/22/2008,,05/07/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1019341/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1019341U08_30.pdf
2008-1019180,08/17/2008 10:30 pm,8,08/18/2008,,05/08/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1019180/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1019180U08_29.pdf
2008-1018328,07/18/2008 1:45 pm,15,07/18/2008,,07/23/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1018328/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1018328U08_27.pdf
2008-1018010,06/22/2008 7:00 pm,7,06/22/2008,,01/25/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1018010/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1018010U08_21.pdf
2020-0003079,08/07/2019 9:30 am,2,08/14/2019,,03/18/2021,01/14/2022,https://www.chicagocopa.org/case/2020-0003079/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/2019-3079-REDACTED.pdf
2008-1017941,07/06/2008 2:13 am,8,07/06/2008,,04/28/2010,07/25/2016,https://www.chicagocopa.org/case/2008-1017941/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017941U08_26.pdf
2008-1017916,07/04/2008 5:35 pm,4,07/04/2008,,09/27/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017916/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017916U08_25.pdf
2018-1088261,01/25/2018 1:30 pm,11,01/25/2018,,03/31/2021,11/04/2021,https://www.chicagocopa.org/case/2018-1088261/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/1088261-Supp-SRI-redacted.pdf
2008-1017857,07/02/2008 1:53 am,19,07/02/2008,,11/07/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017857/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017857U08_24.pdf
2008-1017792,06/27/2008 3:21 am,6,06/27/2008,,04/16/2012,07/25/2016,https://www.chicagocopa.org/case/2008-1017792/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017792U08_23.pdf
2008-1017636,06/24/2008 5:04 pm,25,06/24/2008,,04/04/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017636/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017636U08_22.pdf
2019-0001854,05/26/2019 12:01 pm,11,05/28/2019,,04/05/2021,01/14/2022,https://www.chicagocopa.org/case/2019-0001854/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/2019-1854_Blackbox.pdf
2008-1017558,06/22/2008 1:02 am,4,06/22/2008,,09/14/2010,07/25/2016,https://www.chicagocopa.org/case/2008-1017558/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017558U08_20.pdf
2020-0002478,05/31/2020 3:22 am,6,06/06/2020,,04/27/2021,01/14/2022,https://www.chicagocopa.org/case/2020-0002478/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/2020-2478-Blackbox.pdf
2008-1017395,06/15/2008 11:22 pm,5,06/16/2008,,08/22/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017395/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017395U08_18.pdf
2008-1017381,06/14/2008 7:35 pm,2,06/14/2008,,05/24/2010,07/25/2016,https://www.chicagocopa.org/case/2008-1017381/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017381U08_17.pdf
2019-0004600,02/21/2019 7:00 pm,12,11/12/2019,,04/27/2021,11/10/2021,https://www.chicagocopa.org/case/2019-0004600/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/11/2019-4600-redacted.pdf
2008-1017364,06/14/2008 2:40 am,02,06/14/2008,,05/07/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017364/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017364U08_16.pdf
2008-1017301,06/11/2008 10:44 pm,05,06/12/2008,,09/12/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1017301/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1017301U08_15.pdf
2008-1016865,05/27/2008 6:30 am,25,05/27/2008,,11/18/2010,07/25/2016,https://www.chicagocopa.org/case/2008-1016865/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1016865U08_13.pdf
2008-1016616,05/16/2008 10:36 pm,05,05/16/2008,,07/30/2009,07/25/2016,https://www.chicagocopa.org/case/2008-1016616/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1016616U08_12.pdf
2008-1015185,03/24/2008 12:07 pm,25,03/24/2008,,02/25/2010,07/25/2016,https://www.chicagocopa.org/case/2008-1015185/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1015185U08_08.pdf
2008-1015003,03/16/2008 10:24 pm,13,03/17/2008,,05/03/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1015003/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1015003U08_06.pdf
2008-1014189,02/14/2008 9:48 pm,Other,02/15/2008,,04/04/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1014189/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1014189U08_05.pdf
2008-1013838,01/31/2008 9:45 pm,04,02/01/2008,,08/22/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1013838/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1013838U08_04.pdf
2008-1013572,01/22/2008 9:49 am,02,01/22/2008,,06/26/2013,07/25/2016,https://www.chicagocopa.org/case/2008-1013572/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1013572U08_02.pdf
2008-1013535,01/20/2008 10:55 am,12,01/20/2008,,09/24/2009,07/25/2016,https://www.chicagocopa.org/case/2008-1013535/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1013535U08_01.pdf
2014-1068369,05/29/2014 9:00 am,0109,04/03/2014,,10/27/2016,11/17/2016,https://www.chicagocopa.org/case/2014-1068369/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/11/1068369-REDACTED.pdf
2013-1064600,08/31/2013 3:49 am,17,08/31/2013,,11/17/2014,07/18/2016,https://www.chicagocopa.org/case/2013-1064600/,Available,https://www.chicagocopa.org/wp-content/uploads/2016/07/L1064600U13-29.pdf
2020-0001788,05/02/2020 11:10 pm,25,05/07/2020,,03/12/2021,07/07/2021,https://www.chicagocopa.org/case/2020-0001788/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/2020-1788-Redacted.pdf
2019-0004971,12/06/2019 1:16 pm,11,12/06/2019,,01/22/2021,07/06/2021,https://www.chicagocopa.org/case/2019-0004971/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/SRI-2019-4971-REDACTED.pdf
2019-0004688,09/28/2018 11:00 pm,22,11/16/2019,,03/24/2021,07/08/2021,https://www.chicagocopa.org/case/2019-0004688/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/013-SRI_2019-4688_FINAL.RED_.pdf
2019-0003173,08/12/2019 1:15 pm,02,08/12/2019,,04/28/2021,07/07/2021,https://www.chicagocopa.org/case/2019-0003173/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/2019-3173_Blackbox.pdf
2019-0002425,06/27/2019 3:00 pm,25,06/30/2019,,04/29/2020,07/08/2020,https://www.chicagocopa.org/case/2019-0002425/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/07/2019-2425-MSRI-REDACTED.pdf
2019-0002382,06/25/2019 11:45 am,09,06/27/2019,,09/29/2020,12/10/2020,https://www.chicagocopa.org/case/2019-0002382/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/12/52-2019-2382_SRI-REDACTED.pdf
2019-0000065,,16,02/14/2019,,09/01/2019,06/02/2020,https://www.chicagocopa.org/case/2019-0000065/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/06/2019-065-REDACTED.pdf
2019-1092376,01/07/2019 11:40 pm,07,01/16/2019,,09/30/2020,01/27/2021,https://www.chicagocopa.org/case/2019-1092376/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/01/1092376SRI-REDACTED.pdf
2018-1088393,02/06/2018 11:30 am,19,02/06/2018,,03/25/2021,07/07/2021,https://www.chicagocopa.org/case/2018-1088393/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/07/SRI-1088393-REDACTED.pdf
2017-1085904,07/01/2017 10:31 pm,06,07/11/2017,,10/29/2019,03/04/2020,https://www.chicagocopa.org/case/2017-1085904/,Available,https://www.chicagocopa.org/wp-content/uploads/2020/03/SRI-1085904-Redacted-by-TP.pdf
2019-0003507,08/29/2019 9:00 pm,22,08/29/2019,,05/05/2021,05/04/2023,https://www.chicagocopa.org/case/2019-0003507/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2019-0003507_Supplemental-FSR-1.pdf
2018-1088100,11/09/2017 12:00 am,Other,01/11/2018,,08/31/2022,05/04/2023,https://www.chicagocopa.org/case/2018-1088100/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/1088100_FSR.pdf
2022-0000331,01/27/2022 8:29 pm,11,01/28/2022,,01/26/2023,05/04/2023,https://www.chicagocopa.org/case/2022-0000331/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2022-0000331_FSR.pdf
2019-0003568,09/03/2019 10:00 pm,04,09/04/2019,,01/31/2023,05/04/2023,https://www.chicagocopa.org/case/2019-0003568/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2019-0003568_FSR.pdf
2019-0001769,05/17/2019 9:45 pm,07,05/21/2019,,03/31/2023,05/04/2023,https://www.chicagocopa.org/case/2019-0001769/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2019-0001769_FSR.pdf
2021-0002951,07/28/2021 11:31 am,07,07/29/2021,,03/28/2023,05/04/2023,https://www.chicagocopa.org/case/2021-0002951/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2021-0002951_FSR.pdf
2021-0003498,09/04/2021 2:27 pm,16,09/04/2021,,03/30/2023,05/04/2023,https://www.chicagocopa.org/case/2021-0003498/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2021-0003498_FSR.pdf
2019-0000759,03/17/2019 3:11 am,3,04/11/2019,,03/30/2023,05/04/2023,https://www.chicagocopa.org/case/2019-0000759/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2019-0000759_FSR.pdf
2019-0000796,04/12/2019 8:00 pm,2,04/12/2019,,03/29/2023,05/04/2023,https://www.chicagocopa.org/case/2019-0000796/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2019-0000796_FSR.pdf
2021-0000212,01/16/2021 9:00 am,19,01/16/2021,,03/31/2023,05/04/2023,https://www.chicagocopa.org/case/2021-0000212/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/05/2021-0000212_FSR.pdf
2021-0000631,02/21/2021 11:20 am,8,02/21/2021,,03/22/2023,05/04/2023,https://www.chicagocopa.org/case/2021-0000631/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
2020-0001042,02/15/2020 9:50 pm,12,03/04/2020,,05/20/2021,02/09/2023,https://www.chicagocopa.org/case/2020-0001042/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/02/2020-1042_blackbox.pdf
2019-1092604,02/03/2019 10:18 pm,6,02/05/2019,,05/26/2021,01/18/2022,https://www.chicagocopa.org/case/2019-1092604/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/1092604_blackbox.pdf
2020-0003508,05/30/2020 12:00 am,18,08/03/2020,,05/25/2021,09/14/2021,https://www.chicagocopa.org/case/2020-0003508/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/09/9-2020-3508-Blackbox.pdf
2018-1091266,09/21/2018 7:00 pm,8,10/04/2018,,05/28/2021,01/18/2022,https://www.chicagocopa.org/case/2018-1091266/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/01/1091266-Blackbox.pdf
2019-0000256,02/27/2019 6:50 pm,17,02/28/2019,,05/28/2021,09/14/2021,https://www.chicagocopa.org/case/2019-0000256/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/09/2019-0256_Blackbox.pdf
2020-0000480,01/24/2020 10:43 pm,16,01/28/2020,,05/28/2021,11/16/2021,https://www.chicagocopa.org/case/2020-0000480/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/11/2020-480-.pdf
2018-1090186,07/05/2018 1:40 pm,18,07/11/2018,,06/16/2021,02/09/2022,https://www.chicagocopa.org/case/2018-1090186/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/02/1090186-blackbox.pdf
2019-1092399,04/26/2018 1:35 pm,11,01/18/2019,,06/29/2021,08/22/2022,https://www.chicagocopa.org/case/2019-1092399/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/08/1092399-blackbox.pdf
2015-1077145,09/11/2015 3:15 pm,8,09/14/2015,,05/31/2018,04/27/2023,https://www.chicagocopa.org/case/2015-1077145/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/FSR-1077145-redacted.pdf
2016-1083263,12/04/2016 4:28 pm,3,12/04/2016,,03/22/2018,04/27/2023,https://www.chicagocopa.org/case/2016-1083263/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1083263_FSR-2.pdf
2015-1075147,03/15/2015 1:03 am,2,05/13/2015,,04/03/2018,04/27/2023,https://www.chicagocopa.org/case/2015-1075147/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1075147_FSR.pdf
2018-1088324,01/30/2018 5:50 pm,5,01/30/2018,,04/23/2018,04/27/2023,https://www.chicagocopa.org/case/2018-1088324/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1088324_FSR.pdf
2016-1082568,10/10/2016 8:00 am,5,10/10/2016,,04/27/2018,04/27/2023,https://www.chicagocopa.org/case/2016-1082568/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1082568-FSR.pdf
2015-1075864,06/26/2015 1:20 pm,7,06/26/2015,,04/16/2018,04/27/2023,https://www.chicagocopa.org/case/2015-1075864/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1075864_FSR.pdf
2013-1065857,11/27/2013 5:14 pm,9,11/27/2013,,04/27/2018,04/27/2023,https://www.chicagocopa.org/case/2013-1065857/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1065857_FSR.pdf
2014-1070876,08/09/2014 3:00 am,22,08/09/2014,,05/31/2018,04/27/2023,https://www.chicagocopa.org/case/2014-1070876/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1070876_FSR.pdf
2018-1091191,09/09/2019 8:55 pm,4,09/27/2018,,11/21/2022,04/27/2023,https://www.chicagocopa.org/case/2018-1091191/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1091191_FSR.pdf
2018-1076269,07/21/2015 11:45 am,15,07/22/2015,,05/15/2018,04/27/2023,https://www.chicagocopa.org/case/2018-1076269/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1076269-FSR.pdf
2017-1087234,10/24/2017 12:01 am,4,10/24/2017,,03/01/2018,04/27/2023,https://www.chicagocopa.org/case/2017-1087234/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087234_FSR.pdf
2016-1078843,12/25/2015 3:00 am,6,01/12/2016,,05/24/2018,04/27/2023,https://www.chicagocopa.org/case/2016-1078843/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1078843-FSR.pdf
2018-1087988,08/26/2015 10:00 pm,8,01/02/2018,,04/23/2018,04/27/2023,https://www.chicagocopa.org/case/2018-1087988/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087988-FSR.pdf
2017-1087563,11/18/2017 7:55 pm,17,11/19/2017,,04/23/2018,04/27/2023,https://www.chicagocopa.org/case/2017-1087563/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087563_FSR.pdf
2017-1087776,12/03/2017 8:40 am,22,12/09/2017,,04/30/2018,04/27/2023,https://www.chicagocopa.org/case/2017-1087776/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087776_FSR.pdf
2015-1078149,11/21/2015 12:03 pm,4,11/22/2015,,04/13/2018,04/27/2023,https://www.chicagocopa.org/case/2015-1078149/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1078149_FSR.pdf
2015-1076335,07/24/2015 7:00 pm,11,07/28/2015,,03/23/2018,04/27/2023,https://www.chicagocopa.org/case/2015-1076335/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1076335_FSR.pdf
2017-1086734,09/13/2017 3:26 pm,2,09/13/2017,,03/15/2018,04/27/2023,https://www.chicagocopa.org/case/2017-1086734/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1086734_FSR.pdf
2018-1089349,05/01/2018 3:00 am,3,05/04/2018,,10/25/2021,04/27/2023,https://www.chicagocopa.org/case/2018-1089349/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1089349_FSR.pdf
2017-1087079,10/08/2017 9:20 am,12,10/11/2017,,05/31/2018,04/27/2023,https://www.chicagocopa.org/case/2017-1087079/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087079_FSR.pdf
2018-1091700,10/18/2018 8:50 pm,6,11/13/2018,,06/30/2021,08/24/2022,https://www.chicagocopa.org/case/2018-1091700/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/08/1091700-blackbox.pdf
2020-0001105,03/07/2020 1:53 am,11,03/09/2020,,07/16/2021,02/15/2022,https://www.chicagocopa.org/case/2020-0001105/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/02/011-2020-1105_FINAL_blackbox.pdf
2018-1089944,06/12/2018 11:41 am,11,06/20/2018,,08/12/2021,02/15/2022,https://www.chicagocopa.org/case/2018-1089944/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/02/1089944-blackbox.pdf
2019-0004432,10/31/2019 9:23 am,7,10/31/2019,,08/26/2021,02/15/2022,https://www.chicagocopa.org/case/2019-0004432/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/02/2019-4432-blackbox.pdf
2018-1088693,08/15/2017 8:46 pm,9,03/07/2018,,10/07/2021,05/25/2022,https://www.chicagocopa.org/case/2018-1088693/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/05/Blackbox-1088693-1.pdf
2018-1089572,05/20/2018 6:54 pm,6,05/23/2018,,10/08/2021,05/24/2022,https://www.chicagocopa.org/case/2018-1089572/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/05/1089572_black-box.pdf
2020-0004627,11/16/2018 12:11 pm,11,10/08/2020,,10/12/2021,05/25/2022,https://www.chicagocopa.org/case/2020-0004627/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/05/2020-4627_Final-SRI-blackbox.pdf
2020-0005125,11/01/2020 8:20 pm,22,11/12/2020,,10/22/2021,05/25/2022,https://www.chicagocopa.org/case/2020-0005125/,Available,https://www.chicagocopa.org/wp-content/uploads/2021/10/007-2020-5125_FINAL_SRI-blackbox.pdf
2019-0002965,08/01/2019 9:40 am,6,08/01/2019,,10/21/2021,05/24/2022,https://www.chicagocopa.org/case/2019-0002965/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/05/028-SRI_2019-2965_FInal_black-box.pdf
2020-0005047,11/06/2020 9:30 pm,5,11/06/2020,,10/24/2021,05/25/2022,https://www.chicagocopa.org/case/2020-0005047/,Available,https://www.chicagocopa.org/wp-content/uploads/2022/05/2020-5047_black-box.pdf
2017-1087474,06/19/2016 1:00 pm,17,11/12/2017,,05/31/2022,04/20/2023,https://www.chicagocopa.org/case/2017-1087474/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087474_FSR-1.pdf
2017-1085296,03/23/2014 2:30 am,2,05/21/2017,,02/27/2018,04/20/2023,https://www.chicagocopa.org/case/2017-1085296/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1085296-FSR.pdf
2013-1066265,04/09/2011 9:00 am,16,11/23/2013,,01/31/2018,04/20/2023,https://www.chicagocopa.org/case/2013-1066265/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1066265_FSR.pdf
2015-1075734,06/17/2015 4:15 pm,22,06/17/2015,,01/31/2018,04/20/2023,https://www.chicagocopa.org/case/2015-1075734/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1075734_FSR.pdf
2015-1076401,07/28/2015 10:35 pm,8,07/29/2015,,01/24/2018,04/20/2023,https://www.chicagocopa.org/case/2015-1076401/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1076401_FSR.pdf
2019-0005119,06/12/2019 7:04 am,2,12/17/2019,,02/10/2023,04/20/2023,https://www.chicagocopa.org/case/2019-0005119/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/2019-0005119_FSR.pdf
2015-1077172,09/16/2015 5:09 pm,2,09/16/2015,,01/19/2018,04/20/2023,https://www.chicagocopa.org/case/2015-1077172/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
2015-1073976,02/27/2018 3:30 am,6,02/28/2015,,02/14/2018,04/20/2023,https://www.chicagocopa.org/case/2015-1073976/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
2018-1088075,01/09/2018 2:00 am,7,01/09/2018,,02/19/2018,04/20/2023,https://www.chicagocopa.org/case/2018-1088075/,Available,https://www.chicagocopa.org/investigations/how-to-read-a-case-summary-report/
1087317,10/26/2017 10:47 am,8,10/26/2017,,02/15/2018,04/20/2023,https://www.chicagocopa.org/case/1087317/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1087317_FSR.pdf
2015-1077804,10/25/2015 9:10 pm,22,10/27/2015,,01/30/2018,04/13/2023,https://www.chicagocopa.org/case/2015-1077804/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1077804_FSR.pdf
2016-1082379,09/24/2016 10:09 pm,18,09/24/2016,,01/24/2018,04/13/2023,https://www.chicagocopa.org/case/2016-1082379/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1082379_FSR.pdf
2016-1083298,12/07/2016 1:30 pm,22,12/07/2016,,01/31/2018,04/13/2023,https://www.chicagocopa.org/case/2016-1083298/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1083298_FSR.pdf
2015-1074886,04/27/2015 7:04 pm,16,04/27/2015,,01/02/2018,04/13/2023,https://www.chicagocopa.org/case/2015-1074886/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1074886_FSR.pdf
2018-1089681,05/30/2018 7:00 pm,04,05/31/2018,,10/05/2022,04/13/2023,https://www.chicagocopa.org/case/2018-1089681/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1089681_FSR.pdf
2018-1090943,09/05/2018 10:30 pm,05,09/06/2018,,07/31/2020,04/13/2023,https://www.chicagocopa.org/case/2018-1090943/,Available,https://www.chicagocopa.org/wp-content/uploads/2023/04/1090943_FSR.pdf
2018-1091396,07/27/2018 11:13 pm,16,10/16/2018,,03/08/2019,05/02/2019,https://www.chicagocopa.org/case/2018-1091396/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/05/1091396-Final-Redaction.pdf
2017-1084713,04/05/2017 12:53 am,18,04/05/2017,,03/08/2019,05/02/2019,https://www.chicagocopa.org/case/2017-1084713/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/05/1084713-Final-SRI-Redacted-by-DV.pdf
2017-1083726,12/21/2015 10:19 pm,09,01/18/2017,,03/08/2019,05/02/2019,https://www.chicagocopa.org/case/2017-1083726/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/05/1083726-redacted-by-TP.pdf
2016-1080904,07/23/2014 7:28 pm,08,06/08/2016,,03/06/2019,05/02/2019,https://www.chicagocopa.org/case/2016-1080904/,Available,https://www.chicagocopa.org/wp-content/uploads/2019/05/Log-1080904-FINAL-Redacted.pdf
